AnalysisYear,EnsembleMember,DaysInYear,AnnualRainfall_mm,AnnualRainfall365_mm,DryDays,DryDays365,LightRainDays,LightRainDays365,ModerateRainDays,ModerateRainDays365,HeavyRainDays,HeavyRainDays365,VeryHeavyRainDays,VeryHeavyRainDays365,LongestDrySpell
1987,23,365,1463.7930749903157,1463.7930749903157,157,157.0,72,72.0,81,81.0,55,55.0,17,17.0,17
1988,23,366,1590.8910845650244,1586.5443876126608,131,130.64207650273224,81,80.77868852459017,99,98.72950819672131,55,54.849726775956285,19,18.94808743169399,12
1989,23,365,1531.4063287746671,1531.4063287746671,144,144.0,66,66.0,94,94.0,61,61.0,18,18.0,14
1990,23,365,1319.5422188966984,1319.5422188966984,188,188.0,59,59.0,70,70.0,48,48.0,18,18.0,21
1991,23,365,1355.0051243186133,1355.0051243186133,154,154.0,77,77.0,84,84.0,50,50.0,12,12.0,22
1992,23,366,1246.1269259526464,1242.7222075757265,169,168.53825136612022,66,65.81967213114754,86,85.76502732240436,45,44.877049180327866,9,8.975409836065573,15
1993,23,365,1249.7466827078235,1249.7466827078235,166,166.0,60,60.0,107,107.0,32,32.0,12,12.0,28
1994,23,365,1378.6054174596175,1378.6054174596175,165,165.0,65,65.0,93,93.0,42,42.0,11,11.0,14
1995,23,365,1462.9075530428847,1462.9075530428847,164,164.0,61,61.0,93,93.0,47,47.0,15,15.0,12
1996,23,366,1337.8698486143253,1334.2144665142862,173,172.52732240437157,66,65.81967213114754,83,82.77322404371584,44,43.87978142076503,14,13.96174863387978,19
1997,23,365,1623.3101409276271,1623.3101409276271,155,155.0,71,71.0,84,84.0,55,55.0,21,21.0,15
1998,23,365,1214.2063029173255,1214.2063029173255,186,186.0,67,67.0,71,71.0,41,41.0,11,11.0,21
1999,23,365,1458.5039802169017,1458.5039802169017,166,166.0,62,62.0,90,90.0,47,47.0,15,15.0,34
2000,23,366,1711.810168724553,1707.1330917608248,144,143.60655737704917,65,64.8224043715847,97,96.73497267759562,60,59.83606557377049,15,14.959016393442623,10
2001,23,365,1692.9029464339042,1692.9029464339042,127,127.0,65,65.0,109,109.0,64,64.0,16,16.0,17
2002,23,365,1606.4799351794131,1606.4799351794131,157,157.0,72,72.0,78,78.0,58,58.0,21,21.0,13
2003,23,365,1443.232946429855,1443.232946429855,153,153.0,74,74.0,91,91.0,47,47.0,13,13.0,20
2004,23,366,1581.3888523242222,1577.0681177550302,141,140.61475409836066,64,63.82513661202186,110,109.69945355191257,51,50.86065573770492,12,11.967213114754099,31
2005,23,365,1419.9183151200746,1419.9183151200746,171,171.0,45,45.0,99,99.0,50,50.0,13,13.0,30
2006,23,365,1558.3293129708206,1558.3293129708206,149,149.0,64,64.0,94,94.0,58,58.0,13,13.0,14
2007,23,365,1295.1804336289197,1295.1804336289197,165,165.0,88,88.0,67,67.0,45,45.0,15,15.0,16
2008,23,366,1314.0352853606842,1310.4450250181687,156,155.5737704918033,89,88.7568306010929,80,79.78142076502732,41,40.887978142076506,15,14.959016393442623,16
2009,23,365,1670.0787014701373,1670.0787014701373,140,140.0,62,62.0,105,105.0,58,58.0,15,15.0,21
2010,23,365,1380.0481222988615,1380.0481222988615,150,150.0,82,82.0,85,85.0,48,48.0,16,16.0,12
1981,25,365,1377.466776297924,1377.466776297924,151,151.0,68,68.0,99,99.0,47,47.0,12,12.0,13
1982,25,365,1340.101992351591,1340.101992351591,138,138.0,82,82.0,104,104.0,41,41.0,12,12.0,12
1983,25,365,1701.0442160117918,1701.0442160117918,150,150.0,47,47.0,100,100.0,68,68.0,16,16.0,23
1984,25,365,1779.2146390697344,1779.2146390697344,101,101.0,82,82.0,122,122.0,60,60.0,13,13.0,14
1985,25,365,1760.6518139253299,1760.6518139253299,90,90.0,100,100.0,115,115.0,60,60.0,18,18.0,7
1986,25,365,1378.0119320577242,1378.0119320577242,115,115.0,100,100.0,107,107.0,43,43.0,13,13.0,13
1987,25,365,1850.504954906824,1850.504954906824,109,109.0,70,70.0,115,115.0,71,71.0,14,14.0,23
1988,25,365,1621.6874772952401,1621.6874772952401,139,139.0,77,77.0,96,96.0,53,53.0,18,18.0,13
1989,25,365,1751.405341634839,1751.405341634839,139,139.0,67,67.0,98,98.0,61,61.0,19,19.0,20
1990,25,365,1698.4698610450291,1698.4698610450291,125,125.0,87,87.0,99,99.0,54,54.0,17,17.0,20
1991,25,365,1793.0223590554085,1793.0223590554085,135,135.0,72,72.0,97,97.0,61,61.0,15,15.0,11
1992,25,365,1940.4884695382602,1940.4884695382602,117,117.0,61,61.0,118,118.0,69,69.0,22,22.0,29
1993,25,365,1414.7505986768201,1414.7505986768201,122,122.0,92,92.0,104,104.0,47,47.0,15,15.0,18
1994,25,365,2304.3098068250447,2304.3098068250447,91,91.0,67,67.0,130,130.0,77,77.0,28,28.0,19
1995,25,365,1356.4472483574498,1356.4472483574498,149,149.0,74,74.0,102,102.0,40,40.0,10,10.0,19
1996,25,365,1597.596632810782,1597.596632810782,117,117.0,87,87.0,115,115.0,46,46.0,16,16.0,16
1997,25,365,1774.2868509524583,1774.2868509524583,132,132.0,67,67.0,104,104.0,62,62.0,23,23.0,15
1998,25,365,1596.6287384652167,1596.6287384652167,150,150.0,63,63.0,100,100.0,52,52.0,16,16.0,16
1999,25,365,1785.2048022704184,1785.2048022704184,131,131.0,68,68.0,103,103.0,63,63.0,20,20.0,15
2000,25,365,1828.994384587529,1828.994384587529,142,142.0,51,51.0,105,105.0,67,67.0,23,23.0,25
2001,25,365,1962.107212265599,1962.107212265599,123,123.0,77,77.0,96,96.0,69,69.0,23,23.0,13
2002,25,365,1534.662655801471,1534.662655801471,143,143.0,66,66.0,106,106.0,50,50.0,13,13.0,18
2003,25,365,1710.1039859955783,1710.1039859955783,111,111.0,86,86.0,106,106.0,62,62.0,14,14.0,13
2004,25,365,2297.4804358581346,2297.4804358581346,88,88.0,72,72.0,121,121.0,84,84.0,26,26.0,12
2005,25,365,1358.527800936509,1358.527800936509,138,138.0,83,83.0,95,95.0,49,49.0,10,10.0,12
2006,25,365,1591.8059051109835,1591.8059051109835,130,130.0,83,83.0,93,93.0,59,59.0,11,11.0,16
2007,25,365,1615.7546221855082,1615.7546221855082,124,124.0,76,76.0,113,113.0,52,52.0,10,10.0,13
2008,25,365,1559.308979715555,1559.308979715555,131,131.0,83,83.0,91,91.0,60,60.0,16,16.0,14
2009,25,365,1650.1612652789877,1650.1612652789877,128,128.0,76,76.0,101,101.0,60,60.0,12,12.0,13
2010,25,365,1997.835156238817,1997.835156238817,132,132.0,60,60.0,109,109.0,64,64.0,35,35.0,18
1981,27,365,1682.0421215785495,1682.0421215785495,139,139.0,72,72.0,89,89.0,65,65.0,16,16.0,13
1982,27,365,1999.9887827803645,1999.9887827803645,127,127.0,61,61.0,94,94.0,83,83.0,23,23.0,16
1983,27,365,1142.5726093556348,1142.5726093556348,159,159.0,95,95.0,72,72.0,39,39.0,8,8.0,15
1984,27,366,1661.6245583322666,1657.0846005226156,155,154.57650273224044,47,46.87158469945355,109,108.70218579234972,55,54.849726775956285,16,15.956284153005464,25
1985,27,365,1837.8399770685232,1837.8399770685232,119,119.0,73,73.0,108,108.0,65,65.0,19,19.0,12
1986,27,365,1845.2122981374498,1845.2122981374498,134,134.0,52,52.0,108,108.0,71,71.0,20,20.0,15
1987,27,365,1611.4830661998121,1611.4830661998121,119,119.0,80,80.0,111,111.0,55,55.0,10,10.0,11
1988,27,366,1844.6956886704918,1839.6555365156544,129,128.64754098360655,63,62.82786885245902,107,106.70765027322405,67,66.81693989071039,19,18.94808743169399,15
1989,27,365,1634.190214561073,1634.190214561073,139,139.0,74,74.0,93,93.0,59,59.0,15,15.0,26
1990,27,365,1215.137473874357,1215.137473874357,160,160.0,83,83.0,80,80.0,42,42.0,14,14.0,11
1991,27,365,1623.81910230951,1623.81910230951,149,149.0,60,60.0,86,86.0,70,70.0,13,13.0,12
1992,27,366,1446.9005730995805,1442.94729284521,151,150.58743169398906,64,63.82513661202186,103,102.71857923497268,48,47.868852459016395,12,11.967213114754099,14
1993,27,365,1508.635336915921,1508.635336915921,136,136.0,64,64.0,107,107.0,58,58.0,9,9.0,16
1994,27,365,1518.4782623928816,1518.4782623928816,132,132.0,76,76.0,107,107.0,50,50.0,14,14.0,17
1995,27,365,1773.8395615042919,1773.8395615042919,125,125.0,64,64.0,109,109.0,67,67.0,18,18.0,15
1996,27,366,1409.6442868572733,1405.7927997347124,162,161.55737704918033,70,69.80874316939891,87,86.76229508196721,47,46.87158469945355,16,15.956284153005464,20
1997,27,365,1861.510783316036,1861.510783316036,130,130.0,60,60.0,110,110.0,65,65.0,26,26.0,10
1998,27,365,1730.8272587784456,1730.8272587784456,133,133.0,68,68.0,103,103.0,61,61.0,13,13.0,13
1999,27,365,1401.9931879566798,1401.9931879566798,141,141.0,86,86.0,96,96.0,42,42.0,14,14.0,12
2000,27,366,1354.8482075067236,1351.146436447962,131,130.64207650273224,95,94.74043715846994,92,91.74863387978142,48,47.868852459016395,11,10.969945355191257,10
2001,27,365,1566.442337475895,1566.442337475895,141,141.0,81,81.0,88,88.0,55,55.0,16,16.0,13
2002,27,365,1715.3001294529085,1715.3001294529085,123,123.0,70,70.0,119,119.0,53,53.0,20,20.0,15
2003,27,365,1490.8104746266645,1490.8104746266645,151,151.0,63,63.0,90,90.0,61,61.0,14,14.0,17
2004,27,366,1490.5318409917768,1486.4593496229468,161,160.5601092896175,58,57.84153005464481,98,97.73224043715847,49,48.86612021857923,13,12.96448087431694,17
2005,27,365,1400.6193387397707,1400.6193387397707,154,154.0,69,69.0,99,99.0,43,43.0,17,17.0,15
2006,27,365,1705.3547642250448,1705.3547642250448,115,115.0,77,77.0,119,119.0,54,54.0,16,16.0,12
2007,27,365,1919.0302588241818,1919.0302588241818,108,108.0,73,73.0,121,121.0,63,63.0,19,19.0,18
2008,27,366,1694.9572738928268,1690.326243089841,140,139.61748633879782,72,71.80327868852459,89,88.7568306010929,65,64.8224043715847,21,20.942622950819672,21
2009,27,365,1669.0529461089664,1669.0529461089664,125,125.0,66,66.0,122,122.0,52,52.0,17,17.0,15
2010,27,365,1413.2190800468684,1413.2190800468684,126,126.0,80,80.0,109,109.0,50,50.0,7,7.0,17
1981,29,365,1551.1920746693906,1551.1920746693906,140,140.0,61,61.0,114,114.0,50,50.0,12,12.0,10
1982,29,365,1680.172535793582,1680.172535793582,130,130.0,72,72.0,108,108.0,55,55.0,16,16.0,10
1983,29,365,1931.9962025671448,1931.9962025671448,117,117.0,72,72.0,108,108.0,68,68.0,25,25.0,11
1984,29,366,1419.391423672569,1415.513305028655,143,142.60928961748633,81,80.77868852459017,96,95.73770491803279,46,45.87431693989071,18,17.950819672131146,10
1985,29,365,1465.9216952719187,1465.9216952719187,133,133.0,90,90.0,95,95.0,47,47.0,16,16.0,14
1986,29,365,1409.2534959787927,1409.2534959787927,127,127.0,93,93.0,104,104.0,41,41.0,15,15.0,14
1987,29,365,1602.4085273815858,1602.4085273815858,145,145.0,71,71.0,92,92.0,57,57.0,16,16.0,12
1988,29,366,1711.8370884268425,1707.159937912015,105,104.71311475409836,82,81.77595628415301,124,123.66120218579235,55,54.849726775956285,14,13.96174863387978,8
1989,29,365,1573.2870974020232,1573.2870974020232,141,141.0,58,58.0,112,112.0,54,54.0,14,14.0,12
1990,29,365,1488.968889594467,1488.968889594467,127,127.0,76,76.0,114,114.0,48,48.0,12,12.0,9
1991,29,365,1817.619239285213,1817.619239285213,132,132.0,80,80.0,82,82.0,71,71.0,19,19.0,23
1992,29,366,1544.4700802448351,1540.2502166376087,123,122.6639344262295,76,75.79234972677595,116,115.68306010928961,51,50.86065573770492,15,14.959016393442623,14
1993,29,365,1692.9599026970714,1692.9599026970714,131,131.0,74,74.0,102,102.0,58,58.0,17,17.0,13
1994,29,365,1701.2160947229079,1701.2160947229079,130,130.0,68,68.0,110,110.0,57,57.0,13,13.0,10
1995,29,365,1516.830655035179,1516.830655035179,146,146.0,83,83.0,83,83.0,53,53.0,19,19.0,11
1996,29,366,1769.770446316949,1764.9350079390338,132,131.63934426229508,69,68.81147540983606,101,100.72404371584699,64,63.82513661202186,21,20.942622950819672,12
1997,29,365,1552.6569268256262,1552.6569268256262,133,133.0,74,74.0,107,107.0,51,51.0,16,16.0,16
1998,29,365,1723.07662063924,1723.07662063924,118,118.0,84,84.0,105,105.0,58,58.0,20,20.0,9
1999,29,365,1738.7983420410544,1738.7983420410544,137,137.0,73,73.0,98,98.0,57,57.0,19,19.0,12
2000,29,366,1305.3943214729316,1301.8276703213662,161,160.5601092896175,74,73.79781420765028,89,88.7568306010929,42,41.885245901639344,13,12.96448087431694,16
2001,29,365,1500.8690548782329,1500.8690548782329,136,136.0,83,83.0,95,95.0,51,51.0,18,18.0,11
2002,29,365,1700.7282614779356,1700.7282614779356,133,133.0,79,79.0,97,97.0,56,56.0,16,16.0,10
2003,29,365,1732.0200157192965,1732.0200157192965,131,131.0,60,60.0,114,114.0,60,60.0,21,21.0,22
2004,29,366,1666.229013219727,1661.6764749322415,153,152.58196721311475,61,60.833333333333336,97,96.73497267759562,55,54.849726775956285,22,21.939890710382514,13
2005,29,365,1286.151292012214,1286.151292012214,178,178.0,64,64.0,82,82.0,41,41.0,15,15.0,13
2006,29,365,1878.617635303383,1878.617635303383,117,117.0,73,73.0,99,99.0,76,76.0,18,18.0,10
2007,29,365,1559.9031843425887,1559.9031843425887,142,142.0,80,80.0,89,89.0,54,54.0,15,15.0,15
2008,29,366,1814.355370063705,1809.3981149542415,124,123.66120218579235,82,81.77595628415301,96,95.73770491803279,64,63.82513661202186,23,22.937158469945356,12
2009,29,365,1581.287687926486,1581.287687926486,133,133.0,81,81.0,104,104.0,47,47.0,21,21.0,9
2010,29,365,1491.646011364122,1491.646011364122,131,131.0,83,83.0,104,104.0,47,47.0,14,14.0,15
